DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,MD,18,212202.77778,195501.66667,194482.77778
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,OH,18,394932.77778,45100.888889,40681.111111
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,LA,19,410730.10526,56293.421053,38166
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,WI,29,353602.93103,107147.13793,29667.965517
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,TX,32,374510.0625,80907.46875,29657.96875
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,FL,35,431564.54286,72525.485714,39827.171429
008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,CA,42,661545.45238,68781.97619,60559.52381
010 - PANCREAS TRANSPLANT,NY,11,256277.09091,48147.818182,34840.818182
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NV,12,472557.83333,70339.666667,66648.916667
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",UT,13,152928.30769,46652.230769,42833.846154
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MS,16,136747.125,43695.6875,38828.875
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OK,16,186297.9375,39202.4375,34758.3125
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",DC,17,228778.70588,46264.235294,40683.235294
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OR,18,137392.72222,47899.5,44557.944444
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",WV,19,209113.57895,65613.315789,49000.157895
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AR,20,101099.9,30355.2,28638.25
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",KS,21,244036.33333,43982.142857,36621.619048
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IA,22,103288.72727,38047.681818,34650.272727
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CO,23,184380.47826,39930.695652,31818.391304
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",WA,26,199240.65385,55950.923077,48339.923077
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NJ,29,178836.72414,42234,39084.137931
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CT,31,175283.12903,49457.870968,42626.032258
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AZ,32,181961.8125,48733.9375,42193.40625
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",WI,32,138477.125,48225.71875,30100.40625
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AL,35,154519.45714,33180.4,27150.142857
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",KY,35,164021.37143,42251.6,35879.857143
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",LA,37,146342.75676,45924.351351,40523.135135
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MN,37,149854.62162,45814.945946,41983.459459
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IN,42,124908.02381,35395.97619,32660.666667
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",SC,45,196134.93333,57518.711111,47173.488889
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MD,46,70784.326087,65226.456522,64228.804348
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MO,53,134563.35849,38294.169811,35629.264151
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",VA,58,170654.62069,48093.534483,37940.051724
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MA,60,154957.11667,54557.933333,48390
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",GA,61,160155.5082,40680.04918,38324.098361
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",TN,67,168121.50746,39259.462687,36041.910448
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MI,73,150524.58904,51007.109589,43400.369863
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NC,76,133190.71053,43091.460526,35927.855263
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OH,82,147176.17073,40157.573171,35525.707317
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IL,85,170614.27059,46666.635294,38290.494118
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NY,96,225532.61458,59553.916667,53748.583333
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",PA,98,225693.40816,42815.959184,37425.244898
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",FL,114,201657.45614,36001.236842,33345.473684
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",TX,124,171708.87903,37248.556452,32775.459677
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CA,126,393957.05556,67525.634921,62251.761905
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NE,12,91993.583333,23788,18666.583333
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OR,13,174635.15385,55498.692308,36270.846154
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",UT,13,70252.769231,27391.538462,24337.153846
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",DC,14,178985.21429,34393.214286,29360.642857
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IA,15,88772.466667,28081.866667,26385.866667
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CO,17,207204.35294,31524.588235,27743.117647
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WV,17,130387.11765,34713.294118,30923.588235
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CT,18,118381.77778,35691.666667,28927.444444
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",AR,19,62294.684211,24825.842105,22249.421053
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OK,19,291253.31579,35056.421053,27215.684211
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NJ,22,145587.22727,32858.590909,28265.272727
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MS,24,90471.541667,28217.916667,24154.666667
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",AZ,29,147491.89655,38745.931034,27774.068966
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",KS,32,152505.1875,26426.75,22387.46875
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",SC,32,146349.75,37802.40625,33458.78125
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WA,33,147819.66667,37232.606061,30473.515152
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WI,35,113566.22857,31618.028571,23125.028571
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",AL,36,135058.83333,24954.666667,19631.75
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MN,38,81204.578947,33178.026316,29220.578947
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",LA,44,132751.20455,32266.227273,27615.386364
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",VA,46,116123.06522,30776.782609,22075.608696
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IN,47,137153.97872,29488.744681,22848.723404
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",KY,48,127460.70833,30029.541667,24889.0625
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MD,48,76191.479167,70520.729167,65128.708333
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",TN,57,152886.92982,28851.122807,25495.175439
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MO,62,111280.59677,26030.596774,24095.112903
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OH,62,141348.96774,30154.290323,24536.790323
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MA,64,116893.03125,39384.03125,37117.359375
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MI,72,103059.93056,30752.694444,26102.708333
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NC,78,111577.60256,33382.666667,24425.410256
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",TX,87,141327.62069,31482.068966,25251.505747
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IL,88,130360.01136,34442.852273,25706.840909
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",PA,91,214697.89011,33205.868132,25235.417582
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",GA,96,133934.96875,31244.6875,23749.447917
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",FL,103,177774.35922,28630.796117,25018.330097
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NY,108,175434.57407,42154.055556,34456.268519
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CA,126,285640.40476,51710.642857,41370.111111
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IA,12,45909.333333,17274.166667,15122.166667
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",KS,12,103670.25,15490.583333,14510.583333
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",OK,13,118741.61538,17395.076923,14169
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IN,14,96461.285714,14930.642857,13493.357143
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",LA,14,101163.42857,23384.357143,19524.857143
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MN,14,55862.428571,21085.357143,18791.714286
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",TN,16,78985.1875,16384.4375,12545.75
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MI,18,44249.166667,17438.444444,15461.777778
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",OH,18,91101.888889,18974.722222,16026.277778
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",GA,20,77374.1,17927.15,16175.25
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",KY,20,68043.35,16927.45,15253.75
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MA,20,72550.5,23434.65,21303.6
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",AL,21,97403.619048,16110.285714,13033.380952
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MO,21,71499.666667,15795.571429,14346.142857
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",VA,21,79021.619048,21602,14658.761905
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IL,24,66232.208333,19037.458333,16822.666667
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",CA,28,174661.5,37021.392857,23583.928571
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NC,30,68124,19006.666667,14652.733333
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NY,30,82417.466667,22897.566667,18372.666667
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",TX,35,73882.285714,18308.685714,14259.085714
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",FL,36,137072.63889,17726.25,15255.611111
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",PA,46,116124.47826,21298.869565,16102.869565
014 - ALLOGENEIC BONE MARROW TRANSPLANT,IN,11,479414.63636,107544.27273,99229.090909
014 - ALLOGENEIC BONE MARROW TRANSPLANT,SC,11,210422,93035.272727,83446.727273
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CT,14,252848.92857,136297.85714,90425.142857
014 - ALLOGENEIC BONE MARROW TRANSPLANT,VA,14,379676.14286,115978.42857,102494.21429
014 - ALLOGENEIC BONE MARROW TRANSPLANT,FL,16,391995.9375,92162.8125,79357.5
014 - ALLOGENEIC BONE MARROW TRANSPLANT,WA,18,503424.83333,232492.83333,116951
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CO,19,668979.15789,118494.36842,94506.105263
014 - ALLOGENEIC BONE MARROW TRANSPLANT,KY,19,464410.05263,115379.47368,95926.052632
014 - ALLOGENEIC BONE MARROW TRANSPLANT,OR,19,248450.94737,119010.73684,101829.05263
014 - ALLOGENEIC BONE MARROW TRANSPLANT,UT,19,440009.42105,142801.63158,135000.52632
014 - ALLOGENEIC BONE MARROW TRANSPLANT,KS,20,463835.05,91798.65,60188.15
014 - ALLOGENEIC BONE MARROW TRANSPLANT,GA,25,324243.64,104375.08,88624.64
014 - ALLOGENEIC BONE MARROW TRANSPLANT,OH,27,468465.62963,109338.74074,97998.740741
014 - ALLOGENEIC BONE MARROW TRANSPLANT,WI,27,311133.25926,105161.62963,92071.851852
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NC,30,362649.43333,110457.2,96271.3
014 - ALLOGENEIC BONE MARROW TRANSPLANT,AZ,32,394215.25,111848.625,88857
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MN,33,354884.45455,139336.66667,94452.090909
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NJ,33,449939.81818,106580.39394,100834.30303
014 - ALLOGENEIC BONE MARROW TRANSPLANT,TN,35,329040.08571,90659.457143,82217
014 - ALLOGENEIC BONE MARROW TRANSPLANT,TX,38,480241.92105,116401.31579,81477.026316
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MO,39,324509.69231,96178,92282.205128
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MD,46,129473.08696,119308.21739,117426.58696
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MI,48,359444.52083,115479.47917,109750.60417
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NY,50,540693.1,150012.8,125740.02
014 - ALLOGENEIC BONE MARROW TRANSPLANT,PA,51,577330.33333,133720.15686,101142.35294
014 - ALLOGENEIC BONE MARROW TRANSPLANT,IL,55,419193.4,136669,101919.2
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MA,66,420941.77273,144584.30303,136638.68182
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CA,77,766915.1039,168592.19481,152626.67532
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,CT,15,232149.8,82297.466667,45257.4
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,DC,16,227385.4375,81548.25,54696.625
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,KY,16,203052.375,51061.1875,44195.6875
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NH,17,157284.58824,59869.823529,56146.235294
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MD,19,70649.526316,65103.052632,64064.105263
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NE,20,231621.35,56448.95,50714.1
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OK,24,308932.41667,55222.166667,45622.416667
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,SC,25,119700.16,48048.44,43629.68
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,LA,27,339899.55556,59603.37037,47138.592593
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IA,29,251912.31034,60899.137931,53446
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AL,30,286324.93333,55684.3,39842.333333
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OR,30,174656.96667,67389.633333,55045.2
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,UT,30,177528.23333,60646.433333,50206.233333
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IN,32,219038.40625,52634.65625,47520.40625
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,TN,38,188253.84211,39795.578947,36656.921053
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,WA,39,257825.82051,75656.923077,57806.589744
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MN,42,118264.2619,57316.761905,46385.119048
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,CO,43,310596.46512,52070.488372,43585.511628
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,KS,48,278407.02083,44807.75,40303.833333
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,VA,51,340918.76471,82892,66121.921569
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AR,52,193274.07692,59414.384615,51100.134615
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,FL,53,226345.66038,63001.754717,42598.09434
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MA,58,261912.06897,76295.241379,65051.706897
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OH,61,209475.7377,49507.557377,44008.213115
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MO,67,194036.32836,51258.716418,48289.835821
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NC,68,171104.27941,56498.367647,42530.705882
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AZ,77,168679.51948,54297.61039,42030.194805
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,WI,81,168518.75309,54588.432099,45744.567901
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MI,84,181294.02381,56854.488095,52941.571429
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,GA,86,145119.96512,55301.023256,43078.011628
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NJ,88,206976.40909,56097.045455,49437.715909
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,TX,118,289880.10169,50954.923729,41257.398305
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IL,136,191055.86765,64017.764706,48184.411765
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NY,139,304650.61871,81283.143885,64070.611511
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,PA,146,310015.4726,71670.643836,52342.212329
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,CA,147,407866,84618.945578,71602.442177
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,PA,12,276598.5,63033.666667,35978.166667
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,AZ,13,68129.923077,25241.461538,21970.384615
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,SC,14,73478.571429,28630.071429,26172.214286
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,MN,17,139642.70588,38367.235294,31677.411765
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IA,11,208449.36364,77741.818182,75468.272727
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,KS,11,341351.18182,64064,62872.727273
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,LA,11,414656.63636,90825,69491.090909
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,HI,12,256271.75,108527.33333,74203
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AR,13,222909.84615,64011.538462,59928.076923
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,DE,13,218393.92308,85314.230769,82411.153846
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,ME,13,185705.15385,77313.769231,66077.846154
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MS,13,259911.84615,70465.076923,63072.384615
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OR,15,285099.4,106340.2,101601.86667
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,KY,18,353003.22222,73468.611111,64729.611111
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MD,18,122745.77778,113092.27778,112149.61111
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,UT,18,274043.72222,95511.5,88722.555556
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CT,22,326813.18182,90252.409091,82313.590909
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AL,25,356092.28,67574.36,62784.2
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,SC,25,341239.8,81212.6,72202.2
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,WI,26,376319.42308,97059.230769,89422.923077
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AZ,27,360402.25926,74504.888889,70415.777778
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IN,27,338192.96296,75890.481481,64087.333333
028 - SPINAL PROCEDURES W MCC,SC,41,197224.14634,41100.146341,38119.512195
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CO,31,548589.74194,80204.290323,72363.451613
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OK,31,446185.45161,78302.645161,63923.064516
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NJ,36,458008.86111,82331.694444,75339.305556
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,GA,39,339141.28205,99672.307692,70728.717949
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MN,39,241087.41026,85587.307692,78235.74359
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,TN,40,301647.2,66609.675,57098.675
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MA,41,273342.90244,102278.92683,96264.390244
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,VA,44,353874.95455,95183.477273,73019.886364
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,WA,47,426536.3617,103759.51064,91669.276596
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MO,48,320461.16667,69183.958333,66280.625
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OH,50,343351.4,85046.12,65991.66
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MI,53,262348.49057,79104.754717,75125.037736
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NC,53,259350.41509,78626.641509,65638.660377
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NY,61,370207.78689,98944.737705,90764.967213
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IL,65,355208.46154,85389.523077,76172.123077
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,PA,69,532515.23188,91910.985507,76201.753623
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,FL,91,371849.78022,68999.648352,63686.615385
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,TX,106,390709.12264,82324.933962,65630.150943
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CA,168,669944.35714,116830.14286,106936.49405
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,IN,12,204885.66667,65905.25,44414.083333
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,MI,12,199237.58333,57082.833333,53895.25
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,MN,12,199906.08333,58846.5,47944.916667
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,PA,13,408905.30769,72915.307692,54095.615385
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,NC,16,173379.625,54659.3125,48977.8125
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,NJ,16,354152.125,66170,54087.8125
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,TX,16,251049.1875,49395.6875,40605.875
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,VA,18,218146.72222,53049.888889,48444.888889
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,IL,20,233176.35,88077.25,50021.75
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,FL,25,287318.72,63107.24,45047.52
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,CA,26,475563.92308,80055.576923,71664
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,NY,27,267731.18519,69883.148148,63885.777778
